Number,Time,Na,Name,DOB,Country,Heat,,Location,Date,Points,Indoor
184,3:59.55,,Brayden SEYMOUR,3 Jul 2004,USA,3f1,,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",30 Jan 2026,1135,
185,3:59.58,,Sam ELLS,,USA,6f1,,"Dempsey Indoor, Seattle, WA (USA) (i)",13 Feb 2026,1080,
186,3:59.60,,Elliott PUGH,18 Jan 2006,NZL,2f8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",13 Feb 2026,1135,
186,3:59.60,,Elliott MCARTHUR,11 Mar 2005,USA,4f1,,"JDL Fast Track, Winston Salem, NC (USA) (i)",14 Feb 2026,1135,
188,3:59.67,,Henry STRAND,,USA,2f2,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",31 Jan 2026,1134,
188,3:59.67,,Evan THORNTON-SHERMAN,16 Mar 2004,USA,1f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",13 Feb 2026,1078,
190,3:59.68,,Wes SHIPSEY,18 May 2004,USA,5f1,,"JDL Fast Track, Winston Salem, NC (USA) (i)",14 Feb 2026,1134,
191,3:59.70,,Tom GRAHAM-MARR,25 Nov 2000,GBR,3,,"Emirates Arena, Glasgow (GBR) (i)",31 Jan 2026,1133,
192,3:59.71,,Collins KIPNGOK,13 Jul 2000,KEN,4f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 Jan 2026,1133,
193,3:59.72,,Sean MCGORTY,8 Mar 1995,USA,5f1,,"Liberty Indoor Complex, Lynchburg, VA (USA) (i)",31 Jan 2026,1133,
194,3:59.74,,Camden LAW,,USA,5f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 Jan 2026,1133,
195,3:59.75,,Edward BIRD,11 Jan 2005,GBR,5f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 Jan 2026,1133,
196,3:59.76,,Mohamed AZIZ MOHAMED,,GHA,2f5,,"Hughes Fieldhouse, Maryville, MO (USA) (i)",17 Jan 2026,1077,
197,3:59.77,,Bryson NIELSEN,,USA,5f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",31 Jan 2026,1133,
198,3:59.78,,Kian WILES,17 January 2004,GBR,1f1,,"Loftus Sports Center, Notre Dame, IN (USA) (i)",31 Jan 2026,1077,
198,3:59.78,,Chanel MUIR,2 Jul 2002,NZL,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",13 Feb 2026,1132,
200,3:59.82,,Vincent GWACHI,24 Jan 2006,KEN,2f7,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 Feb 2026,1077,
201,3:59.83,,Emanuel GALDINO,,USA,11f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",31 Jan 2026,1132,
201,3:59.83,,Mateo BIANCHI,,USA,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",31 Jan 2026,1132,
201,3:59.83,,Peter VISSER,13 Feb 2003,USA,7f1,,"Dempsey Indoor, Seattle, WA (USA) (i)",13 Feb 2026,1077,
204,3:59.84,,Rodolfo SANCHEZ,,USA,4f5,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",13 Feb 2026,1132,
205,3:59.86,,Dominykas REMEIKIS,,USA,4f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 Feb 2026,1076,
206,3:59.87,,Estanislao Nicolas RUIZ,2 Oct 2000,ESP,5f6,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 Feb 2026,1076,
207,3:59.90,,Jayden HOLDSWORTH,,USA,8f1,,"Dempsey Indoor, Seattle, WA (USA) (i)",13 Feb 2026,1076,
208,3:59.91,,Austin GABAY,,USA,7f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",13 February 2026,1131,
209,3:59.96,,Grant BRADLEY,,USA,3f5,,"Hughes Fieldhouse, Maryville, MO (USA) (i)",17 Jan 2026,1075,
209,3:59.96,,Zane BERGEN,,USA,3f7,,"Dempsey Indoor, Seattle, WA (USA) (i)",14 Feb 2026,1075,
211,3:59.97,,Luca POPPE,2000,NED,4f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",31 Jan 2026,1130,
211,3:59.97,,Zac MILLER,,USA,1f1,,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",07 Feb 2026,1130,
213,3:59.98,,Michael TONKOVICH,,USA,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",22 Feb 2026,1130,
