Number,Time,Na,Name,DOB,Country,Heat,,Location,Date,Points,Indoor
190,3:57.57,,Marvin HEINRICH,29 Jan 1997,GER,13,,"Olympiastadion, Berlin (GER)",27 Jul 2025,1104,
191,3:57.59,,Ethan COLEMAN,,USA,5f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1161,
192,3:57.60,,James MCMURRAY,18 Jan 1995,GBR,1f1,,"Lee Valley Athletics Centre, London (GBR) (i)",12 Feb 2025,1161,
193,3:57.63,,Cruz GOMEZ,,USA,11f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1160,
194,3:57.65,,Garrett MACQUIDDY,12 Dec 2001,USA,2f8,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1104,
195,3:57.67,,Maxwell HARDIN,,USA,11f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1160,
196,3:57.73,,Jaouad KHCHINA,03 Feb 2006,MAR,1f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1159,
197,3:57.81,,Brandon MILLER,30 Jan 2002,USA,5,,"St.Louis University High School, St. Louis (USA)",5 Jun 2025,1102,
198,3:57.82,,Callum ELSON,31 December 1998,GBR,2f1,,"Lee Valley Athletics Centre, London (GBR) (i)",12 Feb 2025,1158,
199,3:57.88,,Philip MARRON,6 Oct 1998,IRL,9,,"Munster Technological University Track, Cork (IRL)",09 Jul 2025,1101,
200,3:57.90,,Rocky HANSEN,5 Sep 2004,USA,1f1,,"Rector Fieldhouse, Blacksburg, VA (USA) (i)",17 Jan 2025,1157,
201,3:57.92,,Noah WARD,,USA,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1157,
202,3:57.98,,Keisuke MORITA,19 Oct 1995,JPN,7f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1156,
203,3:57.99,,David HOLMAN,,GBR,1,,"JDL Fast Track, Winston Salem, NC (USA) (i)",12 Dec 2025,1156,
204,3:58.00,,Louis GILAVERT,01 Jan 1998,FRA,1,,Utrecht (NED),28 Jun 2025,1099,
205,3:58.02,,Juwan BLIGNAUT,12 Sep 2002,RSA,1f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",18 Jan 2025,1099,
205,3:58.02,,Andrew PAYTON,,USA,1f2,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 Feb 2025,1155,
207,3:58.07,,Davis HELMERICH,,USA,4f6,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",1 Feb 2025,1155,
208,3:58.09,,Kenneth ROOKS,21 Oct 1999,USA,6f5,,"Dempsey Indoor, Seattle, WA (USA) (i)",18 January 2025,1098,
209,3:58.10,,Thomas FAFARD,6 December 1998,CAN,7,,"PEPS de l'Université Laval, Quebec City (CAN)",25 Jul 2025,1098,
210,3:58.11,,Evert SILVA,,USA,2f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",17 Jan 2025,1154,
211,3:58.15,,Jacob CANN,22 Dec 2000,GBR,2f1,,"Oxford University Track, Oxford (GBR)",05 May 2025,1097,
212,3:58.16,,Mason STRADER,,USA,4f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 Feb 2025,1153,
213,3:58.18,,Daelen ACKLEY,,USA,3,,"Loftus Sports Center, Notre Dame, IN (USA) (i)",31 Jan 2025,1097,
213,3:58.18,,Edward BIRD,11 Jan 2005,GBR,1f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",1 Feb 2025,1153,
215,3:58.24,,James DUNNE,26 May 2001,IRL,3f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1152,
216,3:58.32,,Ryan DREW,,USA,2,,"Henderson HS, West Chester, PA (USA)",7 Aug 2025,1095,
217,3:58.36,,Silas WINDERS,,USA,5f6,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",1 Feb 2025,1151,
218,3:58.37,,Owen KARAS,,USA,4f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1151,
219,3:58.40,,Aiden COLES,2004,CAN,4f1,,"Ocean Breeze Athl. Complex, New York, NY (USA) (i)",7 Feb 2025,1150,
220,3:58.42,,Alex MELLOY,28 Sep 2003,GBR,3f1,,"Lee Valley Athletics Centre, London (GBR) (i)",12 Feb 2025,1150,
220,3:58.42,,Harry WAKEFIELD,,GBR,3f1,,"Oxford University Track, Oxford (GBR)",05 May 2025,1094,
222,3:58.43,,Luciano FIORE,31 Oct 1997,USA,12,,"Falmouth High School, Falmouth, MA (USA)",15 Aug 2025,1094,
223,3:58.48,,Shay MCEVOY,01 Jun 2001,IRL,3f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",17 January 2025,1149,
223,3:58.48,,Evan JENKINS,29 Mar 2004,USA,8f4,,"Dempsey Indoor, Seattle, WA (USA) (i)",18 Jan 2025,1093,
223,3:58.48,,Leo YOUNG,28 Feb 2005,USA,7f9,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1093,
226,3:58.49,,Trent MCFARLAND,01 June 2005,USA,4f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1149,
227,3:58.51,,Harvey CRAMB,2004,AUS,7h1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",14 Mar 2025,1149,
228,3:58.53,,Jude WHEELER-DEE,19 Sep 2003,CAN,6f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1149,
229,3:58.56,,Ben SHEARER,,USA,6f6,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",01 Feb 2025,1148,
230,3:58.59,,Zane BERGEN,,USA,8f9,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1092,
231,3:58.60,,Collins KIPROTICH,5 May 2004,KEN,1f1,,"Convention Center, Albuquerque, NM (USA) (i)",25 Jan 2025,1148,
232,3:58.63,,Jack STANLEY,1999,CAN,8,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6 Dec 2025,1147,
233,3:58.65,,Quentin NAUMAN,,USA,1,,"St.Louis University High School, St. Louis (USA)",05 Jun 2025,1091,
233,3:58.65,,Robin LEFEBVRE,10 Dec 2006,CAN,8,,"PEPS de l'Université Laval, Quebec City (CAN)",25 Jul 2025,1091,
235,3:58.69,,Patrick ANDERSON,,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1 Feb 2025,1147,
236,3:58.70,,Isaac UPDIKE,21 Mar 1992,USA,7,,"St.Louis University High School, St. Louis (USA)",05 Jun 2025,1090,
236,3:58.70,,Yismaw DILLU,11 Sep 2005,ETH,7f1,,"University of Stirling Track, Stirling (GBR)",30 Aug 2025,1090,
238,3:58.72,,Kipkemboi Laban KIPTUM,10 Jan 2000,KEN,8h1,,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",14 Mar 2025,1146,
239,3:58.75,,Edwin KLANKE,,USA,9,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6 Dec 2025,1146,
240,3:58.77,,Tayson ECHOHAWK,24 Dec 2004,USA,2f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",1 Feb 2025,1146,
241,3:58.78,,Isaac BASTEN,21 Nov 2000,USA,1f1,,"The Track at New Balance, Boston, MA (USA) (i)",07 Feb 2025,1145,
242,3:58.81,,Patrick MULRYAN,,USA,9f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1145,
243,3:58.82,,Colton SANDS,,USA,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1 Feb 2025,1145,
244,3:58.83,,Joel Ibler LILLESØ,17 Nov 2003,DEN,8f1,,"University of Stirling Track, Stirling (GBR)",30 Aug 2025,1089,
245,3:58.87,,Parker SCHNEIDER,,USA,4f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1144,
245,3:58.87,,Wil SMITH,07 Sep 2001,USA,4f8,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1088,
247,3:58.93,,James SCHMIDT,,USA,1f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",14 Feb 2025,1088,
247,3:58.93,,Tim CHERRY,,USA,1f1,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6 Dec 2025,1143,
249,3:58.94,,Benjámin BALÁZS,2 Jun 2004,USA,3f4,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",1 Feb 2025,1143,
249,3:58.94,,Beck WITTSTADT,9 Jul 2002,USA,10,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6 Dec 2025,1143,
251,3:58.96,,Tanner TALLEY,,USA,1f6,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1143,
251,3:58.96,,Mohamed DAHMOUCH,11 Oct 2001,MAR,2,,"JDL Fast Track, Winston Salem, NC (USA) (i)",12 Dec 2025,1143,
253,3:58.98,,Kevin A. ROBERTSON,13 Jul 2001,CAN,9,,"PEPS de l'Université Laval, Quebec City (CAN)",25 Jul 2025,1087,
254,3:58.99,,Shane COHEN,25 Jan 2001,USA,12,,"Christian Brothers Academy, Middletown, NY (USA)",28 Aug 2025,1087,
255,3:59.02,,Edouard LÉCRIVAIN,14 Aug 2001,FRA,1f3,,"Houston-Yeoman FH, Houston, TX (USA) (i)",14 Feb 2025,1142,
256,3:59.07,,Collin BOLER,,USA,5f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1142,
257,3:59.08,,Nick FOSTER,03 Oct 2000,USA,2f1,,"Michigan University U-M Indoor Track, Ann Arbor, MI (USA) (i)",11 Jan 2025,1141,
258,3:59.10,,Evan JAGER,8 Mar 1989,USA,9f1,,"University of Stirling Track, Stirling (GBR)",30 Aug 2025,1086,
259,3:59.15,,Titouan LE GRIX,16 Jun 2002,FRA,1,,"Fall Creek Pavilion, Indianapolis, IN (USA) (i)",15 Mar 2025,1141,
260,3:59.18,,Abdullahi HASSAN,28 Jul 2002,CAN,2f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",14 Feb 2025,1085,
260,3:59.18,,Tom GRAHAM-MARR,25 Nov 2000,GBR,1f5,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1085,
262,3:59.19,,Austin GABAY,,USA,6f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1140,
263,3:59.22,,Carson SMITH,,USA,5f8,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1084,
264,3:59.28,,Evan BISHOP,,USA,5f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 February 2025,1139,
265,3:59.32,,Jamar DISTEL,11 January 2004,USA,1f3,,"Dempsey Indoor, Seattle, WA (USA) (i)",18 Jan 2025,1083,
266,3:59.34,,Justin PRETRE,25 Jun 2005,CAN,6f8,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1083,
267,3:59.35,,Matt GATUNE,,USA,2f6,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1138,
268,3:59.36,,Michael SKORA,16 Feb 2005,USA,3f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",14 Feb 2025,1082,
268,3:59.36,,Karsen VESTY,27 Jun 2004,NZL,11,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",6 Dec 2025,1138,
270,3:59.37,,Reece SHARMAN-NEWELL,13 Dec 2002,GBR,1,,"Colorado-Indoor Practice Facility, Boulder, CO (USA) (i)",18 Jan 2025,1082,
270,3:59.37,,Derek AMICON,,USA,3f1,,"Ashenfelter Indoor Track, State College, PA (USA) (i)",8 Feb 2025,1138,
270,3:59.37,,Lewis WESTWOOD,,USA,7f8,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1082,
270,3:59.37,,Clayton VANDYKE,,USA,11,,"Meredith College, Raleigh, NC (USA)",08 Aug 2025,1082,
274,3:59.42,,Ford WASHBURN,,USA,10f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1 Feb 2025,1137,
275,3:59.46,,Tiarnan CRORKEN,13 Jun 1999,GBR,4f1,,"Oxford University Track, Oxford (GBR)",05 May 2025,1081,
275,3:59.46,,Jason CLAYTON,15 May 2001,AUS,10,,"St.Louis University High School, St. Louis (USA)",5 Jun 2025,1081,
277,3:59.47,,Miles SMITH,,USA,10f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1136,
277,3:59.47,,Dominic SEREM,,USA,1f1,,"Loftus Sports Center, Notre Dame, IN (USA) (i)",22 Feb 2025,1081,
279,3:59.48,,Kenneth TALAVERA,27 Feb 2001,MEX,6f3,,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",21 Feb 2025,1136,
280,3:59.59,,Justin WACHTEL,,USA,2f2,,"Ott Center for Track & Field, Philadelphia, PA (USA) (i)",25 Jan 2025,1135,
281,3:59.60,,Tanner MAIER,22 Jan 2000,USA,12f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",1 Feb 2025,1135,
282,3:59.61,,Tayvon KITCHEN,18 Aug 2006,USA,11f2,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",21 Feb 2025,1135,
283,3:59.63,,Nick SLOFF,,USA,7f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",14 Feb 2025,1134,
284,3:59.64,,Joseph ROGERS,13 Apr 1998,GBR,2f4,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",01 Feb 2025,1134,
284,3:59.64,,Ben MACMILLAN,23 Oct 2001,GBR,9f9,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1079,
286,3:59.66,,Brendan HERGER,,USA,1f1,,"Michigan University U-M Indoor Track, Ann Arbor, MI (USA) (i)",8 Feb 2025,1134,
287,3:59.68,,Jeke ALLEN,,USA,1f1,,"Ashenfelter Indoor Track, State College, PA (USA) (i)",31 Jan 2025,1134,
288,3:59.70,,Youssef ASSLOUJ,14 Jul 2001,MAR,4f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",14 Feb 2025,1078,
289,3:59.74,,Ben ROSA,,USA,3f1,,"Harvard-Gordon Track and Tennis Center, Cambridge, MA (USA) (i)",7 Feb 2025,1133,
289,3:59.74,,Adam SWANSON,,USA,2,,"Southwest HS Stadium, Minneapolis, MN (USA)",18 Jun 2025,1078,
291,3:59.75,,Liam LYONS,29 Nov 2004,IRL,1f7,,"Ray Treacy Track at Hendricken Field, Providence, RI (USA)",11 Apr 2025,1078,
292,3:59.76,,Michael DANZI,03 Oct 2002,USA,2f1,,"Gately Indoor TF Center, Chicago, IL (USA) (i)",14 Feb 2025,1133,
293,3:59.77,,Dylan DECAMBRE,11 Jun 2005,USA,1,,"George Mason Stadium, Fairfax, VA (USA)",14 Jun 2025,1077,
294,3:59.83,,Quenton WALION,,USA,1f1,,"Hearnes Center, Columbia, MO (USA) (i)",01 Feb 2025,1132,
295,3:59.84,,Travis MARTIN,,USA,1f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",8 Feb 2025,1132,
295,3:59.84,,Robin VAN RIEL,30 Apr 2000,NED,11f1,,"University of Stirling Track, Stirling (GBR)",30 Aug 2025,1076,
297,3:59.89,,Max HOOPER,31 Aug 2004,AUS,2f1,,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",18 Jan 2025,1076,
298,3:59.91,,Joshua KOSGEI,02 Dec 2002,KEN,2f3,,"Boston Univ. Track & Tennis Center, Boston, MA (USA) (i)",08 Feb 2025,1131,
299,3:59.92,,Liam NEWHART,29 Mar 2005,USA,4h2,,"Fall Creek Pavilion, Indianapolis, IN (USA) (i)",28 Feb 2025,1131,
299,3:59.92,,Levi STREEVAL,,USA,2f4,,"Brentwood Academy, Nashville, TN (USA)",7 Jun 2025,1075,
301,3:59.98,,Rob MCMANUS,15 Jul 2002,USA,2f7,,"Dempsey Indoor, Seattle, WA (USA) (i)",15 Feb 2025,1075,
302,3:59.99,,Estanislao Nicolas RUIZ,02 Oct 2000,ESP,2f3,,"Dempsey Indoor, Seattle, WA (USA) (i)",18 Jan 2025,1075,
